performance_id,campaign_id,date,impressions,clicks,likes,comments,shares,conversions,revenue_generated
PERF_00756,CMP_826,2023-12-23,179739,7784.0,4884,974,350,187.0,179290.0
PERF_00757,CMP_143,2023-01-06,121491,11377.0,7009,564,451,495.0,101140.0
PERF_00758,CMP_890,2023-02-20,183421,9705.0,6214,952,366,453.0,386521.0
PERF_00759,CMP_922,2022-04-11,37685,524.0,877,174,34,199.0,0.0
PERF_00760,CMP_721,2022-05-14,169665,7439.0,15170,2656,848,8.0,0.0
PERF_00761,CMP_825,2022-04-28,89530,8653.0,2288,154,193,341.0,493877.0
PERF_00762,CMP_946,2023-07-02,141656,3737.0,13501,2547,309,72.0,10994.0
PERF_00763,CMP_081,2024-10-14,163102,2452.0,18131,1261,612,25.0,431303.0
PERF_00764,CMP_052,2022-07-06,26504,1595.0,1118,155,95,54.0,0.0
PERF_00765,CMP_703,2022-10-14,162383,5563.0,20229,2304,1717,377.0,170992.0
PERF_00766,CMP_355,2022-02-17,180329,13228.0,6825,1197,569,391.0,0.0
PERF_00767,CMP_380,2022-08-16,88950,1508.0,4946,809,165,189.0,230984.0
PERF_00768,CMP_678,2023-02-01,153564,2223.0,5066,897,349,398.0,462177.0
PERF_00769,CMP_570,2023-02-05,22160,237.0,960,60,69,454.0,364595.0
PERF_00770,CMP_560,2023-03-02,125783,10837.0,5886,859,364,210.0,92513.0
PERF_00771,CMP_126,2024-12-06,182318,2577.0,7912,988,759,321.0,158915.0
PERF_00772,CMP_647,2024-06-04,110782,1163.0,5609,379,350,48.0,453319.0
PERF_00773,CMP_081,2024-10-23,134048,4573.0,16104,2397,678,99.0,0.0
PERF_00774,CMP_357,2022-11-02,180632,18571.0,25016,3117,820,472.0,0.0
PERF_00775,CMP_044,2022-12-20,96471,3989.0,7380,739,622,388.0,55746.0
PERF_00776,CMP_647,2024-07-24,14751,1648.0,632,106,37,59.0,0.0
PERF_00777,CMP_549,2022-04-24,190111,11203.0,18130,2046,1446,459.0,409407.0
PERF_00778,CMP_300,2024-10-25,86493,3032.0,4396,491,158,456.0,247934.0
PERF_00779,CMP_096,2023-02-14,127984,2044.0,9811,808,674,91.0,72515.0
PERF_00780,CMP_904,2025-03-11,189696,5948.0,12636,1142,592,16.0,32274.0
PERF_00781,CMP_095,2025-03-30,36783,817.0,2961,333,239,112.0,317479.0
PERF_00782,CMP_050,2024-07-03,168247,19315.0,23171,3167,1488,117.0,0.0
PERF_00783,CMP_018,2024-10-21,129244,,6221,752,354,7.0,386969.0
PERF_00784,CMP_220,2024-06-07,65967,3034.0,6288,1155,423,76.0,471942.0
PERF_00785,CMP_922,2022-03-30,110516,13021.0,2785,335,226,17.0,207737.0
PERF_00786,CMP_738,2022-12-12,183623,18425.0,14472,1245,936,6.0,214184.0
PERF_00787,CMP_701,2024-02-10,35789,1768.0,1828,365,38,342.0,369734.0
PERF_00788,CMP_455,2022-10-24,150521,13878.0,3488,412,285,447.0,97964.0
PERF_00789,CMP_810,2023-09-15,165314,10096.0,16918,3029,434,457.0,279355.0
PERF_00790,CMP_409,2022-06-08,78749,4476.0,4336,832,274,406.0,359961.0
PERF_00791,CMP_279,2024-08-30,163648,17492.0,18925,1101,1809,345.0,28033.0
PERF_00792,CMP_517,2023-02-23,101389,5091.0,10188,1068,346,286.0,294998.0
PERF_00793,CMP_625,2024-07-27,54664,1378.0,3473,454,249,377.0,305149.0
PERF_00794,CMP_231,2022-08-08,55996,5199.0,6658,652,611,257.0,146303.0
PERF_00795,CMP_173,2024-06-28,17611,898.0,1387,173,119,240.0,356628.0
PERF_00796,CMP_368,2024-07-13,77615,4634.0,5266,795,397,500.0,35407.0
PERF_00797,CMP_538,2023-01-29,121028,2372.0,8567,658,828,39.0,0.0
PERF_00798,CMP_061,2024-06-29,30366,2632.0,2566,465,158,321.0,0.0
PERF_00799,CMP_173,2024-07-10,179887,12512.0,6685,681,371,330.0,0.0
PERF_00800,CMP_449,2023-05-24,17501,217.0,2174,380,133,171.0,180721.0
PERF_00801,CMP_853,2022-09-21,128440,9667.0,14204,2503,790,155.0,471958.0
PERF_00802,CMP_710,2024-08-12,81345,2350.0,4376,536,427,394.0,78772.0
PERF_00803,CMP_700,2023-11-25,75549,4544.0,3144,593,241,146.0,92938.0
PERF_00804,CMP_703,2022-11-14,186627,16089.0,19899,1453,776,21.0,302216.0
PERF_00805,CMP_856,2023-10-27,116576,4505.0,5127,688,116,162.0,78565.0
PERF_00806,CMP_361,2023-10-14,118552,8225.0,4876,464,456,207.0,403924.0
PERF_00807,CMP_718,2022-02-27,121072,13567.0,4877,953,310,259.0,370859.0
PERF_00808,CMP_988,2022-06-15,125232,13594.0,18289,2983,1820,341.0,0.0
PERF_00809,CMP_089,2023-04-24,191983,21071.0,14873,2281,1167,460.0,0.0
PERF_00810,CMP_987,2023-02-07,145430,3324.0,3377,481,127,182.0,0.0
PERF_00811,CMP_288,2024-08-02,160423,12921.0,15375,1281,1458,142.0,44824.0
PERF_00812,CMP_118,2023-10-31,117774,9949.0,17017,3341,877,251.0,318235.0
PERF_00813,CMP_531,2023-06-05,15692,1725.0,1050,75,92,,7391.0
PERF_00814,CMP_639,2024-12-29,91418,4447.0,13445,2435,363,372.0,389774.0
PERF_00815,CMP_076,2023-05-02,116999,4884.0,14594,2853,786,458.0,439048.0
PERF_00816,CMP_065,2022-01-06,38654,1270.0,3158,568,312,33.0,310685.0
PERF_00817,CMP_685,2024-08-06,99506,1963.0,7286,1363,387,284.0,298751.0
PERF_00818,CMP_990,2023-11-03,36894,1177.0,4729,441,280,421.0,438563.0
PERF_00819,CMP_704,2024-12-18,130525,9335.0,10474,565,211,134.0,336835.0
PERF_00820,CMP_923,2024-09-08,167870,10404.0,17625,3241,940,251.0,339053.0
PERF_00821,CMP_251,2023-11-17,8456,195.0,473,94,11,381.0,252912.0
PERF_00822,CMP_323,2024-07-19,115312,12167.0,11720,1422,885,61.0,385280.0
PERF_00823,CMP_001,2022-09-22,5599,576.0,230,13,10,449.0,188372.0
PERF_00824,CMP_060,2023-10-25,14864,594.0,1107,206,53,148.0,335991.0
PERF_00825,CMP_451,2024-02-19,135707,4250.0,13793,2271,936,85.0,
PERF_00826,CMP_781,2024-01-10,180560,17692.0,9983,1544,489,273.0,432654.0
PERF_00827,CMP_583,2022-08-19,4381,109.0,247,41,13,471.0,54696.0
PERF_00828,CMP_991,2022-11-01,41515,2713.0,5318,900,344,353.0,276593.0
PERF_00829,CMP_681,2022-05-01,187789,13262.0,22219,1490,1262,39.0,0.0
PERF_00830,CMP_461,2023-06-21,5555,348.0,336,35,28,455.0,275266.0
PERF_00831,CMP_845,2024-02-13,90665,2624.0,5404,873,159,65.0,75637.0
PERF_00832,CMP_577,2023-05-14,60395,2646.0,2855,562,154,390.0,41755.0
PERF_00833,CMP_214,2023-09-26,127944,11938.0,3266,216,272,262.0,246934.0
PERF_00834,CMP_176,2023-04-28,67325,993.0,3986,205,110,63.0,
PERF_00835,CMP_089,2023-04-27,53435,1620.0,3510,223,307,482.0,304956.0
PERF_00836,CMP_156,2022-02-09,93327,2581.0,7940,1264,312,291.0,0.0
PERF_00837,CMP_516,2022-05-16,139631,4729.0,6269,578,577,275.0,0.0
PERF_00838,CMP_547,2023-03-15,26869,3000.0,3752,666,217,357.0,231511.0
PERF_00839,CMP_667,2022-01-04,48408,4928.0,7143,811,436,208.0,0.0
PERF_00840,CMP_636,2022-04-26,33405,2046.0,2925,363,143,147.0,22290.0
PERF_00841,CMP_259,2022-12-08,87013,5595.0,6092,722,480,351.0,233760.0
PERF_00842,CMP_428,2023-09-26,146205,8012.0,21644,2471,1916,458.0,250391.0
PERF_00843,CMP_823,2023-03-17,97322,2892.0,14582,1804,414,224.0,355690.0
PERF_00844,CMP_703,2022-08-09,32252,831.0,2324,322,65,473.0,89459.0
PERF_00845,CMP_233,2023-12-16,96344,11298.0,6168,858,612,62.0,223667.0
PERF_00846,CMP_729,2023-06-09,74011,6966.0,8849,1230,712,410.0,210838.0
PERF_00847,CMP_583,2022-09-15,125735,10478.0,18045,3575,1099,75.0,57642.0
PERF_00848,CMP_341,2023-11-22,66716,4258.0,3336,638,74,377.0,0.0
PERF_00849,CMP_672,2023-06-20,131583,11130.0,19259,2068,1431,78.0,327753.0
PERF_00850,CMP_110,2023-09-07,21058,1741.0,1844,228,105,150.0,
PERF_00851,CMP_436,2023-05-20,69593,4848.0,8715,1142,186,391.0,0.0
PERF_00852,CMP_645,2023-08-07,32230,1682.0,1962,208,111,16.0,346721.0
PERF_00853,CMP_225,2023-11-27,186089,5220.0,14140,1369,722,391.0,0.0
PERF_00854,CMP_645,2023-08-14,174035,12341.0,15684,1889,1019,,206198.0
PERF_00855,CMP_673,2024-10-20,130680,9802.0,9031,1367,734,145.0,15757.0
PERF_00856,CMP_748,2023-02-03,12827,309.0,867,148,57,391.0,179916.0
PERF_00857,CMP_149,2025-04-22,26519,1514.0,3950,441,96,125.0,340782.0
PERF_00858,CMP_914,2024-07-26,156328,3023.0,17108,3085,498,,0.0
PERF_00859,CMP_485,2022-03-28,10798,655.0,1427,192,131,136.0,0.0
PERF_00860,CMP_640,2022-01-29,155137,1930.0,9486,1285,434,50.0,53458.0
PERF_00861,CMP_591,2025-05-23,177976,5810.0,15052,2584,1104,85.0,191491.0
PERF_00862,CMP_131,2023-07-29,53889,3484.0,7013,1178,611,274.0,140017.0
PERF_00863,CMP_976,2024-08-13,78940,9440.0,5704,478,453,47.0,304139.0
PERF_00864,CMP_234,2024-01-04,156153,7347.0,4488,763,260,107.0,41192.0
PERF_00865,CMP_912,2025-05-05,80127,5249.0,4726,706,212,212.0,328661.0
PERF_00866,CMP_006,2022-08-19,119811,10048.0,10924,1989,767,264.0,303432.0
PERF_00867,CMP_564,2022-05-03,56824,4698.0,7222,1377,299,326.0,323134.0
PERF_00868,CMP_303,2023-06-17,114698,12939.0,13128,774,473,236.0,0.0
PERF_00869,CMP_170,2024-12-15,196673,16792.0,11610,1338,528,425.0,333360.0
PERF_00870,CMP_047,2025-02-20,109118,4295.0,6254,463,468,120.0,60537.0
PERF_00871,CMP_982,2023-08-01,51309,669.0,6342,612,373,223.0,475824.0
PERF_00872,CMP_958,2022-11-12,53950,1485.0,2035,180,171,337.0,338795.0
PERF_00873,CMP_959,2024-02-02,190392,12078.0,4300,769,114,308.0,34335.0
PERF_00874,CMP_541,2022-03-08,107694,11700.0,11557,2113,598,429.0,74694.0
PERF_00875,CMP_567,2024-12-29,30342,2209.0,2580,175,188,297.0,489403.0
PERF_00876,CMP_460,2022-12-03,67009,4329.0,2126,297,174,160.0,307355.0
PERF_00877,CMP_798,2022-07-25,103223,10182.0,12047,2292,451,54.0,144941.0
PERF_00878,CMP_920,2025-03-07,108053,4103.0,10441,1290,521,485.0,0.0
PERF_00879,CMP_457,2023-01-06,112091,6975.0,5831,534,482,74.0,376217.0
PERF_00880,CMP_276,2024-12-15,81785,1007.0,11914,1678,1040,339.0,29664.0
PERF_00881,CMP_368,2024-07-21,63829,2414.0,4468,651,339,462.0,64991.0
PERF_00882,CMP_070,2022-03-21,62966,6569.0,4439,827,228,500.0,158752.0
PERF_00883,CMP_225,2023-11-20,199355,7156.0,9439,1732,880,323.0,426851.0
PERF_00884,CMP_662,2022-04-19,169933,9293.0,4147,746,356,481.0,387369.0
PERF_00885,CMP_011,2023-01-12,88221,7843.0,11819,2045,1015,357.0,35795.0
PERF_00886,CMP_211,2022-11-08,111328,8486.0,13999,2249,787,14.0,337264.0
PERF_00887,CMP_903,2022-11-24,49166,3899.0,6039,425,314,321.0,302889.0
PERF_00888,CMP_420,2023-12-15,30052,822.0,2618,511,226,390.0,0.0
PERF_00889,CMP_961,2024-06-23,180766,9966.0,25691,3024,2309,68.0,361430.0
PERF_00890,CMP_898,2024-11-07,86873,8509.0,3981,446,137,448.0,438612.0
PERF_00891,CMP_083,2024-03-15,6435,735.0,900,132,63,464.0,0.0
PERF_00892,CMP_178,2022-06-01,52974,2055.0,6925,397,480,307.0,47693.0
PERF_00893,CMP_602,2025-02-07,45596,5206.0,1607,253,88,,434721.0
PERF_00894,CMP_033,2022-11-15,32067,,1488,285,126,136.0,260086.0
PERF_00895,CMP_413,2024-11-27,35130,2018.0,1646,135,141,372.0,220325.0
PERF_00896,CMP_533,2023-01-21,108092,10503.0,2566,504,99,,194796.0
PERF_00897,CMP_571,2025-01-17,180376,14645.0,5617,675,503,498.0,361108.0
PERF_00898,CMP_869,2024-12-13,187996,9810.0,14104,1968,364,285.0,0.0
PERF_00899,CMP_163,2025-03-03,62562,,4132,582,304,410.0,393294.0
PERF_00900,CMP_653,2025-03-26,2405,91.0,241,22,12,189.0,0.0
PERF_00901,CMP_680,2022-11-13,11780,869.0,634,79,59,449.0,48001.0
PERF_00902,CMP_858,2022-06-17,187189,12793.0,7194,485,169,65.0,438677.0
PERF_00903,CMP_062,2023-12-13,197037,9785.0,14957,2773,614,424.0,139285.0
PERF_00904,CMP_560,2023-02-12,83053,4811.0,3442,552,204,486.0,448235.0
PERF_00905,CMP_479,2023-03-31,167894,16420.0,4519,326,173,18.0,86749.0
PERF_00906,CMP_823,2023-03-19,123456,7161.0,18441,3486,428,182.0,295049.0
PERF_00907,CMP_771,2023-09-24,120998,7771.0,15724,2830,470,47.0,149958.0
PERF_00908,CMP_224,2023-05-03,45117,4173.0,5726,770,418,108.0,3163.0
PERF_00909,CMP_232,2022-05-03,150628,4498.0,21035,1828,1258,48.0,14611.0
PERF_00910,CMP_307,2025-04-06,179601,21183.0,6440,682,607,54.0,81622.0
PERF_00911,CMP_625,2024-06-13,22250,1348.0,2492,303,175,137.0,4043.0
PERF_00912,CMP_285,2024-07-02,12494,1026.0,1794,177,140,,418875.0
PERF_00913,CMP_027,2024-07-21,56408,5920.0,7006,647,587,380.0,0.0
PERF_00914,CMP_471,2024-03-23,100979,2037.0,5369,461,438,204.0,0.0
PERF_00915,CMP_010,2024-01-31,43713,2305.0,3160,464,304,78.0,0.0
PERF_00916,CMP_422,2022-12-09,114340,10398.0,15987,2966,1091,183.0,437235.0
PERF_00917,CMP_525,2023-10-28,135388,4330.0,10547,1141,437,307.0,397618.0
PERF_00918,CMP_342,2024-11-24,97530,,7454,849,173,174.0,355649.0
PERF_00919,CMP_398,2022-03-19,170767,14598.0,6857,852,482,268.0,0.0
PERF_00920,CMP_010,2024-02-16,115650,2163.0,14363,1365,1418,350.0,442208.0
PERF_00921,CMP_047,2025-02-22,138125,7880.0,12971,1720,1211,262.0,0.0
PERF_00922,CMP_834,2022-08-21,109270,2228.0,11572,1565,466,130.0,403992.0
PERF_00923,CMP_618,2024-01-07,5264,,558,42,19,201.0,0.0
PERF_00924,CMP_041,2024-06-30,185648,7934.0,17884,2114,1316,319.0,179957.0
PERF_00925,CMP_379,2022-04-24,56330,1710.0,6597,927,591,54.0,10392.0
PERF_00926,CMP_354,2022-06-02,104529,2386.0,4424,537,333,444.0,391199.0
PERF_00927,CMP_443,2022-02-13,191293,12154.0,19206,3766,938,344.0,354948.0
PERF_00928,CMP_094,2023-07-29,80339,1577.0,3017,237,257,356.0,451369.0
PERF_00929,CMP_786,2022-10-29,55848,3514.0,2170,187,189,439.0,
PERF_00930,CMP_126,2024-09-30,79883,7562.0,3136,355,91,,369363.0
PERF_00931,CMP_351,2022-04-03,128152,7927.0,16887,2326,609,291.0,206381.0
PERF_00932,CMP_020,2023-06-30,88516,961.0,9024,1416,887,434.0,304385.0
PERF_00933,CMP_125,2022-06-25,77224,1086.0,5556,705,433,478.0,429180.0
PERF_00934,CMP_701,2024-03-16,61792,5473.0,5479,620,248,32.0,
PERF_00935,CMP_337,2023-09-25,125082,2859.0,12627,1855,705,223.0,0.0
PERF_00936,CMP_376,2023-05-20,191371,5959.0,12381,1050,465,465.0,484254.0
PERF_00937,CMP_157,2024-02-29,35382,3791.0,4033,437,215,481.0,386133.0
PERF_00938,CMP_905,2022-06-10,124817,12228.0,16199,2320,690,383.0,0.0
PERF_00939,CMP_107,2024-09-12,34841,1012.0,1404,173,117,482.0,160201.0
PERF_00940,CMP_061,2024-06-27,55901,3983.0,8379,869,342,346.0,435083.0
PERF_00941,CMP_608,2024-06-23,132983,1797.0,3760,430,260,61.0,255995.0
PERF_00942,CMP_808,2022-02-16,90213,8690.0,10827,1792,699,458.0,362829.0
PERF_00943,CMP_321,2025-02-21,159410,13333.0,17827,3369,980,234.0,397238.0
PERF_00944,CMP_216,2022-09-29,28758,2760.0,2854,510,80,287.0,0.0
PERF_00945,CMP_764,2022-10-08,44790,3551.0,5966,1113,194,149.0,400488.0
PERF_00946,CMP_983,2022-08-10,131650,11924.0,4332,637,202,70.0,0.0
PERF_00947,CMP_743,2024-05-26,116109,,13932,710,1209,242.0,265777.0
PERF_00948,CMP_850,2024-06-11,23343,916.0,2637,296,185,125.0,396054.0
PERF_00949,CMP_352,2022-02-02,60816,1531.0,4606,864,423,487.0,417603.0
PERF_00950,CMP_128,2023-02-07,95836,10907.0,7430,1229,575,,45448.0
PERF_00951,CMP_200,2023-07-22,83524,4525.0,10056,1157,517,,337312.0
PERF_00952,CMP_102,2025-01-21,151616,2480.0,15481,2430,1127,266.0,220836.0
PERF_00953,CMP_011,2023-01-11,179486,15630.0,23972,3793,1081,176.0,0.0
PERF_00954,CMP_915,2024-02-14,139357,10750.0,5447,602,389,454.0,414318.0
PERF_00955,CMP_451,2024-04-29,171927,10081.0,11155,1916,802,397.0,159089.0
PERF_00956,CMP_591,2025-03-06,10691,738.0,755,119,68,266.0,149859.0
PERF_00957,CMP_261,2022-07-17,25332,1679.0,1534,155,108,,0.0
PERF_00958,CMP_637,2023-08-18,156321,6011.0,20038,1915,1078,258.0,0.0
PERF_00959,CMP_521,2022-04-19,98774,3810.0,8492,582,683,481.0,0.0
PERF_00960,CMP_160,2022-10-24,151060,13754.0,11920,2353,1006,297.0,469891.0
PERF_00961,CMP_755,2023-10-18,175462,12047.0,17093,1752,730,401.0,301294.0
PERF_00962,CMP_950,2023-08-24,37692,3338.0,3300,287,152,298.0,409184.0
PERF_00963,CMP_424,2023-03-24,120094,2495.0,13512,2354,358,31.0,69190.0
PERF_00964,CMP_442,2022-09-28,57304,3385.0,3897,502,261,265.0,458186.0
PERF_00965,CMP_118,2023-10-27,154171,10001.0,11569,1342,1093,250.0,219587.0
PERF_00966,CMP_438,2022-10-14,38839,2549.0,3224,382,314,262.0,62896.0
PERF_00967,CMP_525,2023-12-08,56742,3410.0,1375,101,88,471.0,316411.0
PERF_00968,CMP_465,2024-07-10,29923,,2822,158,91,190.0,197324.0
PERF_00969,CMP_681,2022-04-16,78065,4953.0,9590,683,644,24.0,160993.0
PERF_00970,CMP_084,2023-07-07,57513,1733.0,6680,336,426,34.0,219929.0
PERF_00971,CMP_447,2022-04-12,151224,6664.0,11917,1199,598,427.0,318566.0
PERF_00972,CMP_128,2022-11-28,37312,2444.0,2982,350,166,443.0,47826.0
PERF_00973,CMP_042,2023-11-26,164779,13692.0,12070,1025,623,276.0,0.0
PERF_00974,CMP_922,2022-05-11,117155,10655.0,12180,2191,932,292.0,405538.0
PERF_00975,CMP_402,2024-10-08,81962,5877.0,2958,396,104,316.0,398208.0
PERF_00976,CMP_668,2024-04-16,150486,10141.0,17693,2218,380,337.0,95237.0
PERF_00977,CMP_824,2022-10-08,73079,7055.0,3791,590,345,227.0,0.0
PERF_00978,CMP_413,2024-12-17,160083,7243.0,15456,1912,1463,174.0,218546.0
PERF_00979,CMP_454,2024-11-04,139386,6260.0,7447,500,208,86.0,96771.0
PERF_00980,CMP_017,2022-12-10,24495,660.0,3521,534,87,492.0,15245.0
PERF_00981,CMP_111,2022-09-06,16335,698.0,536,38,49,132.0,434974.0
PERF_00982,CMP_746,2023-01-17,14599,471.0,1719,237,102,385.0,498736.0
PERF_00983,CMP_736,2024-11-05,71592,1193.0,5757,639,338,208.0,480060.0
PERF_00984,CMP_623,2023-10-14,71558,5076.0,6884,449,557,333.0,160704.0
PERF_00985,CMP_950,2023-08-23,107626,6356.0,13993,1750,1156,72.0,89179.0
PERF_00986,CMP_680,2022-10-04,141911,16289.0,20573,2741,480,416.0,435829.0
PERF_00987,CMP_951,2023-01-18,76825,6287.0,3208,189,300,139.0,441133.0
PERF_00988,CMP_834,2022-09-23,100654,12070.0,13036,1067,1137,144.0,0.0
PERF_00989,CMP_832,2025-01-11,148608,2629.0,4705,728,406,371.0,
PERF_00990,CMP_717,2022-10-09,56273,4341.0,8129,794,606,175.0,395628.0
PERF_00991,CMP_754,2024-09-14,119677,4790.0,12697,1247,467,491.0,9322.0
PERF_00992,CMP_993,2022-03-26,170461,18997.0,16899,855,350,88.0,470378.0
PERF_00993,CMP_998,2023-10-29,185365,11823.0,13172,818,1187,333.0,0.0
PERF_00994,CMP_343,2024-09-30,177059,,6381,1249,319,307.0,93896.0
PERF_00995,CMP_266,2024-11-01,3210,76.0,218,17,4,380.0,0.0
PERF_00996,CMP_256,2025-04-09,179403,19977.0,11933,757,824,155.0,116945.0
PERF_00997,CMP_696,2024-01-19,130448,15184.0,3232,400,246,310.0,103805.0
PERF_00998,CMP_617,2022-03-04,168362,9019.0,22407,3033,1333,282.0,388351.0
PERF_00999,CMP_516,2022-06-06,18133,1354.0,2121,146,200,438.0,275244.0
PERF_01000,CMP_033,2022-11-01,51292,5295.0,1179,230,87,314.0,294662.0
PERF_01001,CMP_325,2024-05-31,1512,171.0,156,29,3,480.0,443678.0
PERF_01002,CMP_945,2025-03-03,72836,1703.0,6364,791,390,22.0,118727.0
PERF_01003,CMP_406,2022-07-21,73858,8199.0,6589,642,338,171.0,0.0
PERF_01004,CMP_069,2025-06-05,7651,909.0,377,57,36,469.0,87235.0
PERF_01005,CMP_839,2023-10-21,82475,1394.0,8353,452,455,12.0,329360.0
PERF_01006,CMP_750,2023-04-26,66643,2478.0,5435,1053,470,420.0,417342.0
PERF_01007,CMP_937,2024-04-19,20113,1917.0,2022,332,141,296.0,0.0
PERF_01008,CMP_929,2022-09-21,9740,501.0,1321,203,109,31.0,232692.0
PERF_01009,CMP_944,2025-02-25,80028,6176.0,6093,397,149,26.0,200992.0
PERF_01010,CMP_310,2024-03-27,26121,2034.0,1918,344,159,319.0,0.0
PERF_01011,CMP_974,2024-09-22,122689,11958.0,16488,2355,777,480.0,14616.0
PERF_01012,CMP_312,2022-10-15,136584,6296.0,6149,402,415,34.0,441810.0
PERF_01013,CMP_860,2024-05-05,151264,3608.0,13032,1346,762,317.0,128481.0
PERF_01014,CMP_204,2023-09-30,12552,209.0,759,87,73,386.0,
PERF_01015,CMP_748,2023-01-28,39174,1026.0,2355,238,116,4.0,345812.0
PERF_01016,CMP_278,2024-11-18,38906,634.0,3342,585,296,216.0,106052.0
PERF_01017,CMP_235,2023-01-19,53759,5181.0,3462,519,261,239.0,174615.0
PERF_01018,CMP_300,2024-12-24,149398,17320.0,14953,1686,493,232.0,478386.0
PERF_01019,CMP_271,2024-08-16,131005,4471.0,2683,223,103,319.0,253049.0
PERF_01020,CMP_570,2023-01-16,195007,10013.0,14048,2443,288,5.0,0.0
PERF_01021,CMP_614,2024-02-24,146409,3319.0,8458,669,565,391.0,16563.0
PERF_01022,CMP_374,2023-01-29,52858,2180.0,2561,228,86,433.0,94607.0
PERF_01023,CMP_206,2023-02-15,6634,194.0,358,23,30,70.0,413831.0
PERF_01024,CMP_760,2023-12-11,30089,1420.0,1424,168,70,190.0,494439.0
PERF_01025,CMP_686,2024-01-04,164369,17584.0,22056,1319,695,473.0,0.0
PERF_01026,CMP_760,2023-10-28,51248,3514.0,5650,551,307,325.0,25219.0
PERF_01027,CMP_536,2024-12-08,162488,12122.0,21298,2004,679,126.0,0.0
PERF_01028,CMP_274,2022-11-18,74419,7889.0,9726,1899,883,107.0,412390.0
PERF_01029,CMP_079,2023-11-03,174933,13581.0,7306,790,661,384.0,262403.0
PERF_01030,CMP_524,2023-08-20,122704,3643.0,13819,1780,810,489.0,141685.0
PERF_01031,CMP_751,2024-04-30,106105,8508.0,13027,1920,476,458.0,453548.0
PERF_01032,CMP_646,2023-08-19,104782,3567.0,7885,840,256,431.0,289647.0
PERF_01033,CMP_875,2023-07-18,36213,3356.0,2113,270,81,21.0,326648.0
PERF_01034,CMP_822,2022-09-12,112700,6719.0,8590,903,513,139.0,95144.0
PERF_01035,CMP_559,2023-02-10,62286,2442.0,1860,344,81,256.0,338460.0
PERF_01036,CMP_123,2023-10-09,73463,8222.0,2409,146,55,102.0,354950.0
PERF_01037,CMP_730,2022-12-24,66542,2881.0,8385,1278,351,361.0,73281.0
PERF_01038,CMP_865,2023-06-16,69455,759.0,4093,709,338,206.0,431892.0
PERF_01039,CMP_635,2023-05-13,199654,16388.0,16243,2061,1313,76.0,120316.0
PERF_01040,CMP_745,2023-04-26,190618,17614.0,15569,1983,1290,387.0,427978.0
PERF_01041,CMP_476,2024-01-12,90301,8769.0,5481,428,447,357.0,230995.0
PERF_01042,CMP_063,2023-11-28,147393,1962.0,5610,1015,249,377.0,
PERF_01043,CMP_245,2023-06-19,173713,17679.0,11148,1258,834,206.0,
PERF_01044,CMP_990,2023-10-20,79548,3648.0,1831,307,171,78.0,174146.0
PERF_01045,CMP_297,2024-06-24,166108,16262.0,23053,3137,1181,195.0,205805.0
PERF_01046,CMP_191,2024-03-21,141113,7409.0,11531,1145,1117,327.0,
PERF_01047,CMP_397,2024-10-25,28345,2387.0,1221,212,83,13.0,37433.0
PERF_01048,CMP_797,2024-05-14,75401,2461.0,4361,561,245,188.0,91086.0
PERF_01049,CMP_443,2022-01-26,108704,5763.0,16158,1120,864,380.0,0.0
PERF_01050,CMP_356,2025-06-18,55127,1339.0,2576,295,197,243.0,302513.0
PERF_01051,CMP_081,2024-09-23,155007,5010.0,17543,2084,633,73.0,433318.0
PERF_01052,CMP_810,2023-09-16,159557,15769.0,14098,2629,1273,235.0,21491.0
PERF_01053,CMP_002,2022-10-31,24882,1036.0,3347,396,254,364.0,206043.0
PERF_01054,CMP_472,2023-02-12,46908,2610.0,2033,290,110,196.0,97177.0
PERF_01055,CMP_733,2025-05-18,150059,3077.0,16630,940,1510,80.0,330296.0
PERF_01056,CMP_787,2023-08-01,77517,6459.0,2222,353,204,465.0,400434.0
PERF_01057,CMP_330,2024-05-21,32779,3916.0,981,64,79,166.0,87423.0
PERF_01058,CMP_350,2025-04-04,55361,3635.0,4433,270,334,383.0,181175.0
PERF_01059,CMP_715,2022-07-07,51961,2786.0,1111,74,103,167.0,244398.0
PERF_01060,CMP_023,2024-03-16,121941,2134.0,11132,961,1068,71.0,147350.0
PERF_01061,CMP_254,2025-02-28,45718,4673.0,4521,346,135,379.0,41677.0
PERF_01062,CMP_653,2025-04-15,3938,332.0,157,16,5,17.0,280077.0
PERF_01063,CMP_689,2025-04-12,116882,10126.0,15047,2583,1072,366.0,54893.0
PERF_01064,CMP_112,2023-01-06,181970,7991.0,4879,247,399,392.0,131914.0
PERF_01065,CMP_811,2023-09-22,63531,2032.0,1403,76,29,420.0,351722.0
PERF_01066,CMP_063,2023-11-04,58820,6791.0,1915,335,140,370.0,218936.0
PERF_01067,CMP_278,2024-11-16,29228,2914.0,1810,260,126,478.0,493266.0
PERF_01068,CMP_574,2025-02-25,32668,1161.0,1103,108,23,334.0,205045.0
PERF_01069,CMP_212,2022-07-06,121265,4148.0,12797,1174,894,22.0,0.0
PERF_01070,CMP_176,2023-05-10,108766,4695.0,10643,2101,299,274.0,484510.0
PERF_01071,CMP_125,2022-06-27,45946,1732.0,1484,146,104,198.0,405439.0
PERF_01072,CMP_966,2023-02-12,88044,2578.0,10479,1604,1029,341.0,176691.0
PERF_01073,CMP_075,2023-08-10,160523,17710.0,12578,1593,998,257.0,7968.0
